c0.1,l0.1,vc0.1,vl0.1,vcn0.1,vln0.1
0.9137031768610716,0.4676141495922474,0.9185761957730812,0.4929699218179818,0.9519466073414905,0.3813179246297735
0.6555239449976292,0.46806587171177816,0.9225806451612903,0.5246268211555151,0.9648498331479421,0.4117931642227506
0.9229492650545282,0.49732157303413255,0.9292547274749722,0.5119774552339954,0.9626251390433815,0.3960452543672607
0.8018018018018018,0.6164250417148023,-0.7730812013348165,0.8989147589680807,-0.8896551724137931,0.7722941316749299
-0.9305357989568516,0.492851266867498,-0.8918798665183537,0.5004151726459335,-0.9523915461624026,0.39761772636166287
0.9198672356567094,0.4949035449201001,0.9199110122358176,0.5099060397714985,0.9621802002224694,0.3919253117752464
-0.8399715504978663,0.4624596833376185,-0.8932146829810901,0.5080028710919714,-0.9546162402669633,0.3869038949938636
0.9177335229966809,0.4723369341604699,0.9190211345939934,0.5101524716542658,0.9488320355951056,0.40219104955091717
0.9210526315789473,0.4593321338112951,0.9243604004449388,0.4985789460185895,0.9555061179087876,0.38907470007890826
0.9255571360834519,0.4894880283779524,0.9225806451612903,0.49291668723978493,0.9443826473859844,0.396514303703707
0.9113323850165955,0.5152891516579062,0.924805339265851,0.5021165257334089,0.9563959955506118,0.3938534075130654
0.9063537221431959,0.49049150801003777,0.9132369299221357,0.49294493302727954,0.9599555061179088,0.38769513892791596
-0.8186344238975818,0.5701447724268554,-0.7241379310344828,0.6200473912141821,-0.7855394883203559,0.5620737238443242
0.8577524893314367,0.4998189576426605,0.8723025583982202,0.56079442696255,0.8380422691879866,0.6004361397585609
0.8926031294452347,0.5552503992290476,0.907007786429366,0.6441403176335384,0.9470522803114572,0.49150327757797263
0.8729255571360834,0.4902883967282675,0.8709677419354839,0.47793607213975287,0.9457174638487208,0.40657630315001014
0.11972498814604078,0.566143859354437,0.5612903225806452,0.5716411457104259,0.8567296996662959,0.4891804959679466
0.9025604551920341,0.4375661490752573,0.8905450500556173,0.5200685113392437,0.9515016685205784,0.38420362699152205
0.7183499288762447,0.5173285582682983,0.9314794215795328,0.4979970846238503,0.960845383759733,0.4012625698552006
-0.9049312470365102,0.5040059317829039,-0.9087875417130145,0.6704249240254797,-0.9626251390433815,0.38863687736770175
0.8532479848269322,0.4287552751904078,0.9190211345939934,0.49497184408743117,0.9546162402669633,0.37559641665963855
0.9141773352299668,0.48177542893059466,0.9305895439377085,0.4955854851424812,0.9550611790878755,0.40692219463616097
0.8705547652916074,0.5378436091939879,0.8046718576195773,0.5457680722165582,0.8709677419354839,0.4226778635680621
0.9153627311522048,0.47630854464657446,0.9185761957730812,0.49597991484418197,0.9577308120133482,0.3849246956270277
0.7098150782361309,0.49159867174173205,0.9216907675194661,0.4989399055080214,0.9586206896551724,0.38449606773262485
